date,branch,department,total_beds,occupied_beds,total_icu_beds,occupied_icu_beds,staff_on_duty
2024-06-30,Branch A,Pediatrics,62,48,12,9,10
2024-06-30,Branch A,Emergency,76,58,15,12,14
2024-06-30,Branch A,General Medicine,94,67,18,18,20
2024-06-30,Branch B,Cardiology,52,39,10,3,14
2024-06-30,Branch B,Oncology,90,87,18,10,32
2024-06-30,Branch B,Orthopedics,77,49,15,10,30
2024-06-30,Branch B,Pediatrics,47,38,9,4,30
2024-06-30,Branch B,Emergency,69,56,13,6,36
2024-06-30,Branch B,General Medicine,48,41,9,6,33
2024-06-30,Branch C,Cardiology,84,50,16,7,25
2024-06-30,Branch C,Oncology,100,74,20,15,32
2024-06-30,Branch C,Orthopedics,63,56,12,5,18
2024-06-30,Branch C,Pediatrics,104,82,20,13,35
2024-06-30,Branch C,Emergency,65,44,13,7,14
2024-06-30,Branch C,General Medicine,108,83,21,18,30
2024-07-01,Branch A,Cardiology,90,61,18,12,35
2024-07-01,Branch A,Oncology,117,110,23,14,19
2024-07-01,Branch A,Orthopedics,87,74,17,13,25
2024-07-01,Branch A,Pediatrics,112,95,22,22,20
2024-07-01,Branch A,Emergency,88,53,17,14,10
2024-07-01,Branch A,General Medicine,42,26,8,3,11
2024-07-01,Branch B,Cardiology,44,24,8,7,39
2024-07-01,Branch B,Oncology,79,60,15,12,35
2024-07-01,Branch B,Orthopedics,79,50,15,11,27
2024-07-01,Branch B,Pediatrics,103,71,20,16,24
2024-07-01,Branch B,Emergency,104,71,20,18,19
2024-07-01,Branch B,General Medicine,112,87,22,19,22
2024-07-01,Branch C,Cardiology,74,64,14,9,37
2024-07-01,Branch C,Oncology,94,62,18,17,31
2024-07-01,Branch C,Orthopedics,60,19,12,8,16
2024-07-01,Branch C,Pediatrics,41,27,8,8,35
2024-07-01,Branch C,Emergency,112,85,22,20,16
2024-07-01,Branch C,General Medicine,59,32,11,7,17
2024-07-02,Branch A,Cardiology,43,24,8,3,24
2024-07-02,Branch A,Oncology,85,55,17,11,15
2024-07-02,Branch A,Orthopedics,93,65,18,12,17
2024-07-02,Branch A,Pediatrics,78,71,15,11,25
2024-07-02,Branch A,Emergency,62,48,12,12,32
2024-07-02,Branch A,General Medicine,89,56,17,13,34
2024-07-02,Branch B,Cardiology,55,33,11,9,22
2024-07-02,Branch B,Oncology,67,57,13,13,24
2024-07-02,Branch B,Orthopedics,106,73,21,11,39
2024-07-02,Branch B,Pediatrics,93,66,18,15,27
2024-07-02,Branch B,Emergency,87,56,17,7,10
2024-07-02,Branch B,General Medicine,85,79,17,12,36
2024-07-02,Branch C,Cardiology,108,72,21,13,13
2024-07-02,Branch C,Oncology,105,78,21,20,28
2024-07-02,Branch C,Orthopedics,111,79,22,20,19
2024-07-02,Branch C,Pediatrics,52,30,10,8,28
2024-07-02,Branch C,Emergency,96,83,19,19,25
2024-07-02,Branch C,General Medicine,49,40,9,9,38
2024-07-03,Branch A,Cardiology,79,55,15,13,16
2024-07-03,Branch A,Oncology,99,46,19,15,29
2024-07-03,Branch A,Orthopedics,83,59,16,9,39
2024-07-03,Branch A,Pediatrics,117,83,23,21,29
2024-07-03,Branch A,Emergency,76,52,15,10,24
2024-07-03,Branch A,General Medicine,95,78,19,15,15
2024-07-03,Branch B,Cardiology,119,93,23,13,24
2024-07-03,Branch B,Oncology,82,48,16,13,15
2024-07-03,Branch B,Orthopedics,66,36,13,11,15
2024-07-03,Branch B,Pediatrics,72,64,14,11,16
2024-07-03,Branch B,Emergency,113,96,22,18,19
2024-07-03,Branch B,General Medicine,50,50,10,9,32
2024-07-03,Branch C,Cardiology,66,53,13,13,30
2024-07-03,Branch C,Oncology,95,64,19,18,28
2024-07-03,Branch C,Orthopedics,66,40,13,12,29
2024-07-03,Branch C,Pediatrics,114,90,22,20,17
2024-07-03,Branch C,Emergency,83,54,16,14,17
2024-07-03,Branch C,General Medicine,43,34,8,8,21
2024-07-04,Branch A,Cardiology,76,67,15,14,10
2024-07-04,Branch A,Oncology,117,79,23,21,11
2024-07-04,Branch A,Orthopedics,117,81,23,16,14
2024-07-04,Branch A,Pediatrics,77,68,15,13,38
2024-07-04,Branch A,Emergency,92,74,18,13,26
2024-07-04,Branch A,General Medicine,76,44,15,13,16
2024-07-04,Branch B,Cardiology,72,52,14,12,23
2024-07-04,Branch B,Oncology,81,75,16,8,34
2024-07-04,Branch B,Orthopedics,116,93,23,18,19
2024-07-04,Branch B,Pediatrics,59,44,11,0,35
2024-07-04,Branch B,Emergency,84,79,16,11,10
2024-07-04,Branch B,General Medicine,48,34,9,5,18
2024-07-04,Branch C,Cardiology,89,64,17,15,10
2024-07-04,Branch C,Oncology,79,67,15,7,27
2024-07-04,Branch C,Orthopedics,74,51,14,7,34
2024-07-04,Branch C,Pediatrics,61,46,12,12,35
2024-07-04,Branch C,Emergency,92,68,18,14,23
2024-07-04,Branch C,General Medicine,102,100,20,14,23
2024-07-05,Branch A,Cardiology,58,46,11,9,30
2024-07-05,Branch A,Oncology,111,83,22,21,19
2024-07-05,Branch A,Orthopedics,96,71,19,16,30
2024-07-05,Branch A,Pediatrics,109,61,21,17,22
2024-07-05,Branch A,Emergency,98,57,19,17,36
2024-07-05,Branch A,General Medicine,61,53,12,10,20
2024-07-05,Branch B,Cardiology,116,89,23,17,17
2024-07-05,Branch B,Oncology,112,91,22,13,31
2024-07-05,Branch B,Orthopedics,99,74,19,14,28
2024-07-05,Branch B,Pediatrics,42,33,8,7,10
2024-07-05,Branch B,Emergency,81,47,16,14,24
2024-07-05,Branch B,General Medicine,49,49,9,9,23
2024-07-05,Branch C,Cardiology,110,74,22,17,37
2024-07-05,Branch C,Oncology,115,80,23,23,37
2024-07-05,Branch C,Orthopedics,92,59,18,18,11
2024-07-05,Branch C,Pediatrics,114,88,22,18,30
2024-07-05,Branch C,Emergency,116,109,23,19,23
2024-07-05,Branch C,General Medicine,87,55,17,14,18
2024-07-06,Branch A,Cardiology,90,67,18,12,39
2024-07-06,Branch A,Oncology,82,53,16,10,28
2024-07-06,Branch A,Orthopedics,77,47,15,14,34
2024-07-06,Branch A,Pediatrics,63,63,12,9,28
2024-07-06,Branch A,Emergency,92,76,18,9,16
2024-07-06,Branch A,General Medicine,79,44,15,13,10
2024-07-06,Branch B,Cardiology,54,19,10,5,35
2024-07-06,Branch B,Oncology,94,78,18,12,34
2024-07-06,Branch B,Orthopedics,95,81,19,18,23
2024-07-06,Branch B,Pediatrics,45,35,9,1,10
2024-07-06,Branch B,Emergency,80,56,16,14,30
2024-07-06,Branch B,General Medicine,79,56,15,7,33
2024-07-06,Branch C,Cardiology,116,62,23,20,36
2024-07-06,Branch C,Oncology,48,33,9,9,30
2024-07-06,Branch C,Orthopedics,73,48,14,9,25
2024-07-06,Branch C,Pediatrics,103,82,20,16,17
2024-07-06,Branch C,Emergency,99,87,19,11,31
2024-07-06,Branch C,General Medicine,53,53,10,10,24
2024-07-07,Branch A,Cardiology,82,71,16,12,23
2024-07-07,Branch A,Oncology,115,82,23,22,10
2024-07-07,Branch A,Orthopedics,114,112,22,19,12
2024-07-07,Branch A,Pediatrics,56,49,11,11,38
2024-07-07,Branch A,Emergency,78,52,15,12,10
2024-07-07,Branch A,General Medicine,110,83,22,19,28
2024-07-07,Branch B,Cardiology,89,71,17,8,30
2024-07-07,Branch B,Oncology,92,59,18,16,32
2024-07-07,Branch B,Orthopedics,44,44,8,1,35
2024-07-07,Branch B,Pediatrics,98,70,19,10,13
2024-07-07,Branch B,Emergency,98,71,19,17,34
2024-07-07,Branch B,General Medicine,100,62,20,16,36
2024-07-07,Branch C,Cardiology,66,44,13,13,34
2024-07-07,Branch C,Oncology,76,64,15,12,19
2024-07-07,Branch C,Orthopedics,71,58,14,14,27
2024-07-07,Branch C,Pediatrics,65,50,13,9,26
2024-07-07,Branch C,Emergency,67,34,13,12,33
2024-07-07,Branch C,General Medicine,43,41,8,3,18
2024-07-08,Branch A,Cardiology,65,40,13,9,32
2024-07-08,Branch A,Oncology,51,38,10,10,27
2024-07-08,Branch A,Orthopedics,73,56,14,14,39
2024-07-08,Branch A,Pediatrics,95,76,19,13,23
2024-07-08,Branch A,Emergency,72,64,14,14,31
2024-07-08,Branch A,General Medicine,97,71,19,17,26
2024-07-08,Branch B,Cardiology,108,80,21,16,35
2024-07-08,Branch B,Oncology,107,82,21,21,15
2024-07-08,Branch B,Orthopedics,72,55,14,9,35
2024-07-08,Branch B,Pediatrics,50,30,10,4,36
2024-07-08,Branch B,Emergency,61,45,12,10,12
2024-07-08,Branch B,General Medicine,91,56,18,15,36
2024-07-08,Branch C,Cardiology,53,49,10,8,28
2024-07-08,Branch C,Oncology,53,53,10,6,31
2024-07-08,Branch C,Orthopedics,43,17,8,6,39
2024-07-08,Branch C,Pediatrics,89,55,17,14,30
2024-07-08,Branch C,Emergency,107,69,21,11,26
2024-07-08,Branch C,General Medicine,68,62,13,7,37
2024-07-09,Branch A,Cardiology,50,37,10,8,35
2024-07-09,Branch A,Oncology,85,66,17,16,11
2024-07-09,Branch A,Orthopedics,42,42,8,2,25
2024-07-09,Branch A,Pediatrics,73,44,14,13,35
2024-07-09,Branch A,Emergency,110,81,22,16,20
2024-07-09,Branch A,General Medicine,75,44,15,9,13
2024-07-09,Branch B,Cardiology,109,86,21,17,22
2024-07-09,Branch B,Oncology,81,44,16,14,24
2024-07-09,Branch B,Orthopedics,105,76,21,13,21
2024-07-09,Branch B,Pediatrics,52,24,10,5,18
2024-07-09,Branch B,Emergency,103,66,20,14,35
2024-07-09,Branch B,General Medicine,64,36,12,8,19
2024-07-09,Branch C,Cardiology,112,77,22,17,11
2024-07-09,Branch C,Oncology,65,38,13,8,26
2024-07-09,Branch C,Orthopedics,41,37,8,8,38
2024-07-09,Branch C,Pediatrics,117,89,23,23,19
2024-07-09,Branch C,Emergency,53,40,10,10,24
2024-07-09,Branch C,General Medicine,113,92,22,18,36
2024-07-10,Branch A,Cardiology,47,34,9,7,36
2024-07-10,Branch A,Oncology,51,51,10,7,36
2024-07-10,Branch A,Orthopedics,47,44,9,5,17
2024-07-10,Branch A,Pediatrics,107,89,21,18,22
2024-07-10,Branch A,Emergency,54,37,10,7,13
2024-07-10,Branch A,General Medicine,58,48,11,7,27
2024-07-10,Branch B,Cardiology,78,60,15,8,22
2024-07-10,Branch B,Oncology,117,80,23,14,28
2024-07-10,Branch B,Orthopedics,69,41,13,10,29
2024-07-10,Branch B,Pediatrics,115,84,23,18,18
2024-07-10,Branch B,Emergency,97,57,19,16,20
2024-07-10,Branch B,General Medicine,61,38,12,6,14
2024-07-10,Branch C,Cardiology,89,71,17,11,24
2024-07-10,Branch C,Oncology,69,38,13,11,25
2024-07-10,Branch C,Orthopedics,95,75,19,16,28
2024-07-10,Branch C,Pediatrics,117,106,23,19,16
2024-07-10,Branch C,Emergency,80,74,16,9,33
2024-07-10,Branch C,General Medicine,48,28,9,7,17
2024-07-11,Branch A,Cardiology,118,115,23,18,21
2024-07-11,Branch A,Oncology,81,61,16,12,39
2024-07-11,Branch A,Orthopedics,92,81,18,11,36
2024-07-11,Branch A,Pediatrics,44,40,8,6,10
2024-07-11,Branch A,Emergency,92,80,18,15,12
2024-07-11,Branch A,General Medicine,88,72,17,14,23
2024-07-11,Branch B,Cardiology,77,41,15,12,17
2024-07-11,Branch B,Oncology,103,81,20,14,17
2024-07-11,Branch B,Orthopedics,87,60,17,9,20
2024-07-11,Branch B,Pediatrics,79,79,15,14,23
2024-07-11,Branch B,Emergency,103,79,20,20,31
2024-07-11,Branch B,General Medicine,109,76,21,12,33
2024-07-11,Branch C,Cardiology,90,61,18,17,33
2024-07-11,Branch C,Oncology,55,31,11,5,33
2024-07-11,Branch C,Orthopedics,99,93,19,16,39
2024-07-11,Branch C,Pediatrics,40,15,8,4,15
2024-07-11,Branch C,Emergency,99,80,19,13,37
2024-07-11,Branch C,General Medicine,42,42,8,3,22
2024-07-12,Branch A,Cardiology,74,47,14,8,30
2024-07-12,Branch A,Oncology,69,45,13,8,10
2024-07-12,Branch A,Orthopedics,113,85,22,13,27
2024-07-12,Branch A,Pediatrics,110,76,22,18,29
2024-07-12,Branch A,Emergency,46,36,9,4,33
2024-07-12,Branch A,General Medicine,90,65,18,10,34
2024-07-12,Branch B,Cardiology,67,41,13,8,28
2024-07-12,Branch B,Oncology,46,12,9,9,29
2024-07-12,Branch B,Orthopedics,67,67,13,12,31
2024-07-12,Branch B,Pediatrics,48,26,9,1,13
2024-07-12,Branch B,Emergency,67,45,13,8,25
2024-07-12,Branch B,General Medicine,45,16,9,3,28
2024-07-12,Branch C,Cardiology,58,37,11,11,11
2024-07-12,Branch C,Oncology,96,82,19,19,21
2024-07-12,Branch C,Orthopedics,60,60,12,7,24
2024-07-12,Branch C,Pediatrics,53,36,10,6,34
2024-07-12,Branch C,Emergency,82,66,16,12,31
2024-07-12,Branch C,General Medicine,105,79,21,17,18
2024-07-13,Branch A,Cardiology,97,81,19,14,17
2024-07-13,Branch A,Oncology,93,84,18,18,14
2024-07-13,Branch A,Orthopedics,41,41,8,7,11
2024-07-13,Branch A,Pediatrics,93,67,18,10,19
2024-07-13,Branch A,Emergency,108,75,21,17,12
2024-07-13,Branch A,General Medicine,105,84,21,18,36
2024-07-13,Branch B,Cardiology,108,83,21,14,15
2024-07-13,Branch B,Oncology,64,58,12,12,17
2024-07-13,Branch B,Orthopedics,75,59,15,14,18
2024-07-13,Branch B,Pediatrics,97,63,19,16,13
2024-07-13,Branch B,Emergency,95,64,19,19,14
2024-07-13,Branch B,General Medicine,94,80,18,14,36
2024-07-13,Branch C,Cardiology,73,46,14,7,15
2024-07-13,Branch C,Oncology,85,54,17,15,34
2024-07-13,Branch C,Orthopedics,88,66,17,12,21
2024-07-13,Branch C,Pediatrics,100,90,20,14,34
2024-07-13,Branch C,Emergency,41,31,8,5,22
2024-07-13,Branch C,General Medicine,92,80,18,12,30
2024-07-14,Branch A,Cardiology,44,20,8,7,36
2024-07-14,Branch A,Oncology,80,61,16,12,12
2024-07-14,Branch A,Orthopedics,114,94,22,17,25
2024-07-14,Branch A,Pediatrics,88,69,17,8,28
2024-07-14,Branch A,Emergency,70,49,14,12,18
2024-07-14,Branch A,General Medicine,60,52,12,12,17
2024-07-14,Branch B,Cardiology,110,57,22,18,29
2024-07-14,Branch B,Oncology,91,91,18,13,27
2024-07-14,Branch B,Orthopedics,93,71,18,18,13
2024-07-14,Branch B,Pediatrics,53,27,10,10,32
2024-07-14,Branch B,Emergency,50,17,10,4,12
2024-07-14,Branch B,General Medicine,86,74,17,12,39
2024-07-14,Branch C,Cardiology,85,55,17,10,36
2024-07-14,Branch C,Oncology,40,15,8,8,11
2024-07-14,Branch C,Orthopedics,100,80,20,19,13
2024-07-14,Branch C,Pediatrics,59,29,11,11,38
2024-07-14,Branch C,Emergency,81,58,16,12,13
2024-07-14,Branch C,General Medicine,50,37,10,9,13
2024-07-15,Branch A,Cardiology,109,78,21,21,18
2024-07-15,Branch A,Oncology,117,102,23,17,35
2024-07-15,Branch A,Orthopedics,90,72,18,14,15
2024-07-15,Branch A,Pediatrics,65,52,13,5,34
2024-07-15,Branch A,Emergency,85,72,17,10,27
2024-07-15,Branch A,General Medicine,108,64,21,16,23
2024-07-15,Branch B,Cardiology,67,48,13,12,23
2024-07-15,Branch B,Oncology,117,80,23,19,33
2024-07-15,Branch B,Orthopedics,103,78,20,15,10
2024-07-15,Branch B,Pediatrics,62,33,12,10,34
2024-07-15,Branch B,Emergency,61,50,12,9,28
2024-07-15,Branch B,General Medicine,47,46,9,8,19
2024-07-15,Branch C,Cardiology,115,81,23,21,14
2024-07-15,Branch C,Oncology,92,75,18,15,17
2024-07-15,Branch C,Orthopedics,88,57,17,12,37
2024-07-15,Branch C,Pediatrics,91,90,18,18,31
2024-07-15,Branch C,Emergency,80,60,16,14,12
2024-07-15,Branch C,General Medicine,66,52,13,11,34
2024-07-16,Branch A,Cardiology,54,45,10,10,34
2024-07-16,Branch A,Oncology,85,60,17,12,26
2024-07-16,Branch A,Orthopedics,75,34,15,10,11
2024-07-16,Branch A,Pediatrics,77,59,15,8,10
2024-07-16,Branch A,Emergency,66,52,13,4,14
2024-07-16,Branch A,General Medicine,54,45,10,6,20
2024-07-16,Branch B,Cardiology,88,69,17,17,28
2024-07-16,Branch B,Oncology,109,93,21,18,26
2024-07-16,Branch B,Orthopedics,107,79,21,15,16
2024-07-16,Branch B,Pediatrics,94,51,18,18,23
2024-07-16,Branch B,Emergency,71,71,14,13,25
2024-07-16,Branch B,General Medicine,40,25,8,4,17
2024-07-16,Branch C,Cardiology,88,88,17,13,36
2024-07-16,Branch C,Oncology,68,61,13,9,34
2024-07-16,Branch C,Orthopedics,100,85,20,14,32
2024-07-16,Branch C,Pediatrics,91,55,18,14,35
2024-07-16,Branch C,Emergency,48,40,9,4,14
2024-07-16,Branch C,General Medicine,76,39,15,13,22
2024-07-17,Branch A,Cardiology,54,53,10,0,24
2024-07-17,Branch A,Oncology,50,28,10,10,23
2024-07-17,Branch A,Orthopedics,103,77,20,14,39
2024-07-17,Branch A,Pediatrics,109,76,21,17,30
2024-07-17,Branch A,Emergency,58,42,11,9,29
2024-07-17,Branch A,General Medicine,48,29,9,3,10
2024-07-17,Branch B,Cardiology,49,35,9,9,33
2024-07-17,Branch B,Oncology,109,93,21,18,15
2024-07-17,Branch B,Orthopedics,115,88,23,20,27
2024-07-17,Branch B,Pediatrics,106,70,21,17,27
2024-07-17,Branch B,Emergency,77,64,15,9,25
2024-07-17,Branch B,General Medicine,40,27,8,8,28
2024-07-17,Branch C,Cardiology,65,54,13,13,36
2024-07-17,Branch C,Oncology,50,50,10,5,17
2024-07-17,Branch C,Orthopedics,96,65,19,15,22
2024-07-17,Branch C,Pediatrics,40,39,8,7,20
2024-07-17,Branch C,Emergency,98,73,19,9,30
2024-07-17,Branch C,General Medicine,78,58,15,15,12
2024-07-18,Branch A,Cardiology,117,109,23,20,17
2024-07-18,Branch A,Oncology,115,76,23,18,34
2024-07-18,Branch A,Orthopedics,57,38,11,10,36
2024-07-18,Branch A,Pediatrics,58,54,11,11,29
2024-07-18,Branch A,Emergency,65,55,13,10,22
2024-07-18,Branch A,General Medicine,84,76,16,11,26
2024-07-18,Branch B,Cardiology,119,81,23,14,23
2024-07-18,Branch B,Oncology,53,41,10,10,19
2024-07-18,Branch B,Orthopedics,69,51,13,12,31
2024-07-18,Branch B,Pediatrics,50,37,10,3,36
2024-07-18,Branch B,Emergency,108,79,21,12,31
2024-07-18,Branch B,General Medicine,87,68,17,17,30
2024-07-18,Branch C,Cardiology,88,60,17,14,21
2024-07-18,Branch C,Oncology,77,59,15,14,14
2024-07-18,Branch C,Orthopedics,41,41,8,4,14
2024-07-18,Branch C,Pediatrics,46,19,9,9,22
2024-07-18,Branch C,Emergency,72,59,14,10,36
2024-07-18,Branch C,General Medicine,107,84,21,15,29
2024-07-19,Branch A,Cardiology,104,69,20,20,15
2024-07-19,Branch A,Oncology,42,26,8,8,23
2024-07-19,Branch A,Orthopedics,69,47,13,12,18
2024-07-19,Branch A,Pediatrics,55,47,11,7,13
2024-07-19,Branch A,Emergency,95,60,19,13,11
2024-07-19,Branch A,General Medicine,88,76,17,17,19
2024-07-19,Branch B,Cardiology,65,58,13,5,29
2024-07-19,Branch B,Oncology,69,69,13,13,22
2024-07-19,Branch B,Orthopedics,90,65,18,16,29
2024-07-19,Branch B,Pediatrics,48,48,9,9,17
2024-07-19,Branch B,Emergency,103,76,20,15,21
2024-07-19,Branch B,General Medicine,117,91,23,14,20
2024-07-19,Branch C,Cardiology,99,53,19,9,15
2024-07-19,Branch C,Oncology,98,68,19,18,27
2024-07-19,Branch C,Orthopedics,53,34,10,10,21
2024-07-19,Branch C,Pediatrics,78,61,15,15,21
2024-07-19,Branch C,Emergency,92,77,18,13,35
2024-07-19,Branch C,General Medicine,63,43,12,4,24
2024-07-20,Branch A,Cardiology,107,87,21,16,27
2024-07-20,Branch A,Oncology,79,63,15,13,31
2024-07-20,Branch A,Orthopedics,78,67,15,8,13
2024-07-20,Branch A,Pediatrics,116,77,23,15,31
2024-07-20,Branch A,Emergency,106,60,21,14,13
2024-07-20,Branch A,General Medicine,91,58,18,11,12
2024-07-20,Branch B,Cardiology,77,53,15,8,11
2024-07-20,Branch B,Oncology,86,60,17,12,28
2024-07-20,Branch B,Orthopedics,59,34,11,6,15
2024-07-20,Branch B,Pediatrics,56,47,11,9,29
2024-07-20,Branch B,Emergency,42,42,8,3,29
2024-07-20,Branch B,General Medicine,61,47,12,4,11
2024-07-20,Branch C,Cardiology,69,49,13,8,36
2024-07-20,Branch C,Oncology,106,83,21,17,14
2024-07-20,Branch C,Orthopedics,56,32,11,11,12
2024-07-20,Branch C,Pediatrics,67,58,13,11,22
2024-07-20,Branch C,Emergency,74,43,14,10,24
2024-07-20,Branch C,General Medicine,92,78,18,16,25
2024-07-21,Branch A,Cardiology,92,87,18,18,20
2024-07-21,Branch A,Oncology,64,46,12,5,18
2024-07-21,Branch A,Orthopedics,44,41,8,5,39
2024-07-21,Branch A,Pediatrics,40,13,8,7,29
2024-07-21,Branch A,Emergency,114,81,22,17,34
2024-07-21,Branch A,General Medicine,87,77,17,13,38
2024-07-21,Branch B,Cardiology,45,36,9,6,20
2024-07-21,Branch B,Oncology,88,57,17,13,34
2024-07-21,Branch B,Orthopedics,117,105,23,19,27
2024-07-21,Branch B,Pediatrics,118,87,23,19,21
2024-07-21,Branch B,Emergency,45,13,9,7,27
2024-07-21,Branch B,General Medicine,59,37,11,8,10
2024-07-21,Branch C,Cardiology,45,45,9,6,26
2024-07-21,Branch C,Oncology,57,53,11,11,15
2024-07-21,Branch C,Orthopedics,110,74,22,16,15
2024-07-21,Branch C,Pediatrics,93,70,18,13,34
2024-07-21,Branch C,Emergency,68,63,13,5,30
2024-07-21,Branch C,General Medicine,65,48,13,12,20
2024-07-22,Branch A,Cardiology,59,41,11,9,29
2024-07-22,Branch A,Oncology,97,79,19,17,39
2024-07-22,Branch A,Orthopedics,86,48,17,16,35
2024-07-22,Branch A,Pediatrics,112,82,22,18,26
2024-07-22,Branch A,Emergency,107,87,21,17,35
2024-07-22,Branch A,General Medicine,43,39,8,4,39
2024-07-22,Branch B,Cardiology,80,47,16,12,15
2024-07-22,Branch B,Oncology,59,50,11,10,32
2024-07-22,Branch B,Orthopedics,74,69,14,14,27
2024-07-22,Branch B,Pediatrics,68,27,13,7,16
2024-07-22,Branch B,Emergency,52,33,10,9,26
2024-07-22,Branch B,General Medicine,90,57,18,12,29
2024-07-22,Branch C,Cardiology,67,51,13,10,15
2024-07-22,Branch C,Oncology,42,42,8,8,30
2024-07-22,Branch C,Orthopedics,54,30,10,10,39
2024-07-22,Branch C,Pediatrics,86,71,17,16,15
2024-07-22,Branch C,Emergency,43,43,8,8,15
2024-07-22,Branch C,General Medicine,58,25,11,11,14
2024-07-23,Branch A,Cardiology,107,89,21,15,19
2024-07-23,Branch A,Oncology,72,51,14,14,35
2024-07-23,Branch A,Orthopedics,58,41,11,7,18
2024-07-23,Branch A,Pediatrics,68,54,13,12,14
2024-07-23,Branch A,Emergency,41,31,8,8,17
2024-07-23,Branch A,General Medicine,64,53,12,12,22
2024-07-23,Branch B,Cardiology,42,20,8,6,24
2024-07-23,Branch B,Oncology,88,77,17,14,14
2024-07-23,Branch B,Orthopedics,93,81,18,15,36
2024-07-23,Branch B,Pediatrics,83,48,16,10,36
2024-07-23,Branch B,Emergency,54,36,10,4,36
2024-07-23,Branch B,General Medicine,54,43,10,4,12
2024-07-23,Branch C,Cardiology,42,8,8,2,39
2024-07-23,Branch C,Oncology,91,66,18,8,15
2024-07-23,Branch C,Orthopedics,93,71,18,11,37
2024-07-23,Branch C,Pediatrics,96,64,19,18,25
2024-07-23,Branch C,Emergency,61,47,12,8,34
2024-07-23,Branch C,General Medicine,63,58,12,8,30
2024-07-24,Branch A,Cardiology,91,91,18,11,36
2024-07-24,Branch A,Oncology,117,89,23,16,21
2024-07-24,Branch A,Orthopedics,72,66,14,7,14
2024-07-24,Branch A,Pediatrics,86,70,17,17,24
2024-07-24,Branch A,Emergency,69,47,13,13,22
2024-07-24,Branch A,General Medicine,77,56,15,13,10
2024-07-24,Branch B,Cardiology,81,64,16,11,17
2024-07-24,Branch B,Oncology,79,77,15,13,12
2024-07-24,Branch B,Orthopedics,50,40,10,8,21
2024-07-24,Branch B,Pediatrics,56,52,11,5,21
2024-07-24,Branch B,Emergency,86,85,17,12,16
2024-07-24,Branch B,General Medicine,44,28,8,6,19
2024-07-24,Branch C,Cardiology,96,75,19,13,32
2024-07-24,Branch C,Oncology,57,50,11,7,22
2024-07-24,Branch C,Orthopedics,78,60,15,9,35
2024-07-24,Branch C,Pediatrics,118,89,23,17,32
2024-07-24,Branch C,Emergency,55,47,11,9,13
2024-07-24,Branch C,General Medicine,42,29,8,3,26
2024-07-25,Branch A,Cardiology,70,40,14,13,16
2024-07-25,Branch A,Oncology,78,61,15,12,32
2024-07-25,Branch A,Orthopedics,58,25,11,7,16
2024-07-25,Branch A,Pediatrics,57,50,11,6,39
2024-07-25,Branch A,Emergency,101,62,20,19,36
2024-07-25,Branch A,General Medicine,62,37,12,12,20
2024-07-25,Branch B,Cardiology,105,78,21,15,35
2024-07-25,Branch B,Oncology,116,85,23,14,23
2024-07-25,Branch B,Orthopedics,105,74,21,13,27
2024-07-25,Branch B,Pediatrics,72,58,14,14,35
2024-07-25,Branch B,Emergency,61,61,12,12,29
2024-07-25,Branch B,General Medicine,90,70,18,18,34
2024-07-25,Branch C,Cardiology,52,36,10,10,34
2024-07-25,Branch C,Oncology,70,52,14,10,37
2024-07-25,Branch C,Orthopedics,64,53,12,8,13
2024-07-25,Branch C,Pediatrics,65,58,13,13,13
2024-07-25,Branch C,Emergency,47,46,9,8,34
2024-07-25,Branch C,General Medicine,78,70,15,7,13
2024-07-26,Branch A,Cardiology,107,77,21,16,30
2024-07-26,Branch A,Oncology,97,75,19,17,29
2024-07-26,Branch A,Orthopedics,63,54,12,6,30
2024-07-26,Branch A,Pediatrics,119,82,23,18,18
2024-07-26,Branch A,Emergency,77,76,15,10,13
2024-07-26,Branch A,General Medicine,115,87,23,18,33
2024-07-26,Branch B,Cardiology,97,80,19,17,14
2024-07-26,Branch B,Oncology,49,32,9,9,19
2024-07-26,Branch B,Orthopedics,49,39,9,6,27
2024-07-26,Branch B,Pediatrics,114,79,22,14,13
2024-07-26,Branch B,Emergency,93,70,18,13,16
2024-07-26,Branch B,General Medicine,89,70,17,7,39
2024-07-26,Branch C,Cardiology,68,59,13,13,12
2024-07-26,Branch C,Oncology,96,67,19,14,17
2024-07-26,Branch C,Orthopedics,94,69,18,16,29
2024-07-26,Branch C,Pediatrics,93,75,18,8,36
2024-07-26,Branch C,Emergency,109,95,21,18,14
2024-07-26,Branch C,General Medicine,109,80,21,13,26
2024-07-27,Branch A,Cardiology,101,71,20,16,17
2024-07-27,Branch A,Oncology,115,83,23,23,33
2024-07-27,Branch A,Orthopedics,40,20,8,1,20
2024-07-27,Branch A,Pediatrics,58,42,11,9,31
2024-07-27,Branch A,Emergency,87,70,17,11,36
2024-07-27,Branch A,General Medicine,94,71,18,12,15
2024-07-27,Branch B,Cardiology,113,83,22,19,24
2024-07-27,Branch B,Oncology,46,22,9,8,11
2024-07-27,Branch B,Orthopedics,42,38,8,8,28
2024-07-27,Branch B,Pediatrics,51,46,10,7,27
2024-07-27,Branch B,Emergency,97,70,19,19,26
2024-07-27,Branch B,General Medicine,45,28,9,7,27
2024-07-27,Branch C,Cardiology,62,42,12,5,31
2024-07-27,Branch C,Oncology,77,63,15,12,25
2024-07-27,Branch C,Orthopedics,52,32,10,8,23
